Date,Time,Post,Lane,Type,Views,Likes,Replies,Reposts,Quotes,Total Engagement,Eng Rate %,Permalink,Post ID
2026-01-19,21:00,"“The fruit of righteousness will be peace;
The effect of righteousness will be quietness and confidence forever.”
Isaiah 32:17",,TEXT_POST,99,11,1,2,0,14,14.14,https://www.threads.com/@joeyhung_/post/DTtOHJDjTfQ,17975848757983243
2026-01-19,20:00,"Revelation is life to the soul. 

Few things can compare to that moment of pure clarity when it hits.

And realising that God loves you so much to reveal it to you.

This is one of the reasons why I spend so much time with God.",,TEXT_POST,223,19,9,1,0,29,13.0,https://www.threads.com/@joeyhung_/post/DTtHUAAAQGl,18084450179177571
2026-01-19,19:00,True peace is found nowhere else but in the person of Jesus Christ.,,TEXT_POST,144,16,5,0,0,21,14.58,https://www.threads.com/@joeyhung_/post/DTtAZgnApv-,18100949059663910
2026-01-18,21:00,"Everything you sow and sacrifice for the kingdom is not only recorded in heaven, but will be returned to you multiples over. 

Just because you can’t see anything happening doesn’t mean God isn’t working. 

Keep the faith!",,TEXT_POST,233,16,7,0,0,23,9.87,https://www.threads.com/@joeyhung_/post/DTqpSXLk8ts,17867466042454166
2026-01-18,20:15,Apathy and seeking comfort will kill more destinies than any of the “big sins”.,,TEXT_POST,141,4,2,0,0,6,4.26,https://www.threads.com/@joeyhung_/post/DTqkOZME6r1,18184041238317252
2026-01-18,19:33,"A prayer that killed distractions & recalibrated my destiny:

Father remove every desire that’s not from you.

Give me new desires that realign me to your purposes and plans for my life.",,TEXT_POST,370,45,5,4,0,54,14.59,https://www.threads.com/@joeyhung_/post/DTqfZv6COCR,18125444821535338
2026-01-17,21:00,"You’re waiting on God to move, but God is waiting on you to move in the authority He’s already given you.

The promised land is before you. 

Go take possession of it.",,TEXT_POST,504,43,12,4,0,59,11.71,https://www.threads.com/@joeyhung_/post/DToElwADhHq,17994711428859870
2026-01-17,20:00,"God isn’t afraid to let your business die if it gets your attention.

But it won’t happen overnight.

He’ll give you warnings.

Things going wrong. Clients don’t pay. Staff screw you over. Cashflow starts to stall.

Continue to ignore them and things will escalate. 

If this is happening? Stop ignoring it.

Go back to God, it’s probably because you’ve been neglecting him and he wants to reconnect with you.",,TEXT_POST,168,14,3,0,0,17,10.12,https://www.threads.com/@joeyhung_/post/DTn9tfCit0J,18066207152207156
2026-01-17,19:09,"What you focus on grows. 

So if you’re not growing, you’re not focusing.",,TEXT_POST,193,9,1,0,0,10,5.18,https://www.threads.com/@joeyhung_/post/DTn3yIOiMxI,17871350898427209
2026-01-16,21:00,"“The lovers of God who chase after righteousness will find all their dreams come true: an abundant life drenched with favor and a fountain that overflows with satisfaction.”

Proverbs 21:21 TPT",,TEXT_POST,807,36,13,3,0,52,6.44,https://www.threads.com/@joeyhung_/post/DTlfttPAuCu,18006569126830321
2026-01-16,20:00,"I’m 35.

I’ve been a Christian for 11 years and in business for 6 years.

If I can give you one piece of advice:

Never start a business out of fear.

Do it because your success will glorify God & build his Kingdom.",,TEXT_POST,17479,1150,74,60,1,1285,7.35,https://www.threads.com/@joeyhung_/post/DTlY65FiDg-,18099836491683423
2026-01-16,19:00,"Keep waiting on the Lord, he will not let you down.",,TEXT_POST,1795,136,27,7,0,170,9.47,https://www.threads.com/@joeyhung_/post/DTlSAY7j5Ca,18010219529820753
2026-01-15,21:00,"Isolation seasons are heavy if we still rely on others to pour into us.

They become easier when you learn to pour into yourself.

David mastered the isolation season because he learned to do this.

The work he did here built the foundation necessary to carry the weight of his calling.

Do not despise your isolation. God is training you to focus on him and build depth before your next promotion.",,TEXT_POST,682,56,6,9,1,72,10.56,https://www.threads.com/@joeyhung_/post/DTi6_ioit_S,18000567101893830
2026-01-15,20:00,"Yesterday I shared a word about digging deep wells in the spirit grants us access into God’s throne room where clarity is released. I didn't know exactly how this connects. This morning Lord led me to do a word study on wells. So biblically, wells symbolise things like God’s provision, blessing, protection, divine encounters, life and rest. But check out what the root word means! →",,TEXT_POST,650,26,9,3,0,38,5.85,https://www.threads.com/@joeyhung_/post/DTi0CviiK66,18064352807256230
2026-01-15,19:01,"My number 1 goal in life: 

""The Lord would speak to Moses face to face, as a man speaks with his friend."" Exodus 33:11",,TEXT_POST,562,32,10,3,0,45,8.01,https://www.threads.com/@joeyhung_/post/DTitSBvko_l,17901518475359187
2026-01-14,21:00,"When you understand the father’s heart, your burdens switch from your own needs to the needs of others. 

What breaks his heart now breaks your heart. 

You feel what he feels. 

And that changes you forever.",,TEXT_POST,301,21,12,5,0,38,12.62,https://www.threads.com/@joeyhung_/post/DTgWJhyiG1F,18149822422446441
2026-01-14,20:00,"This morning I heard “access is granted to those who have dug deep into my wells”. For some of you…

You dug when you doubted. 
You dug through the silence.
You dug when it hurt. 
You dug even when you wanted to give up.

And because of your faithfulness, access is granted into the throne room where clarity, direction, strategy and anointing is about to be released.",,TEXT_POST,228,17,3,0,0,20,8.77,https://www.threads.com/@joeyhung_/post/DTgPTW1DAJB,18096150073914856
2026-01-14,19:00,"Culture is one of the enemy’s greatest weapons.

If he can corrupt trends, beliefs and ideologies, he can destroy an entire generation in one go.

And since cultures can be passed down - he can enslave multiple generations one after the other without having to lift another finger.

That’s why Paul commands us not to be conformed to this world, but be transformed by the renewing of your mind.",,TEXT_POST,283,19,10,3,0,32,11.31,https://www.threads.com/@joeyhung_/post/DTgIba7DlsG,18131262328509030
2026-01-13,21:00,"If you’re a Christian biz owner, you can’t neglect your priesthood. 

Advancing, taking territory, occupying is all good but if you don’t have a foundation of prayer, you’re building on sand.",,TEXT_POST,690,28,2,1,0,31,4.49,https://www.threads.com/@joeyhung_/post/DTdxYLqiiX3,18085974022884378
2026-01-13,20:15,"This one’s crazy. In Exodus 29, Aaron & his sons are consecrated and the altar made holy. After this God said “there I will meet & speak with you”. We all want God to meet and speak with us but many don’t experience it. This is the reason why. When we neglect our priestly duties, avoid consecration & holiness, we can’t be surprised when God withdraws his presence.",,TEXT_POST,523,21,12,1,0,34,6.5,https://www.threads.com/@joeyhung_/post/DTdsQoziEdm,18300451477277324
2026-01-13,19:00,"The enemy is highly efficient in the way he attacks. His primary weapon is coming for your identity, because he knows if he can corrupt this, your thoughts, your emotions, your actions and then the course of your entire life will automatically go off track. 

He doesn’t need to constantly attack you if you already believe you’re unworthy.

This is why it’s so important to know your identity in Christ and guard against anything that would rob you of it. Your destiny is on the line.",,TEXT_POST,262,20,13,2,0,35,13.36,https://www.threads.com/@joeyhung_/post/DTdjoJbAu2D,17844861585663009
2026-01-12,21:00,"I'm convinced the only way to do Christian life is to go all in. 

There's almost no benefit to being half in, half out. 

You have to follow all the 'rules' and still deal with all your problems.

But when you're fully surrendered, the rules don't feel heavy.

And you realise your problems aren't problems anymore - or God has changed you so much that they go away.",,TEXT_POST,305,25,5,2,0,32,10.49,https://www.threads.com/@joeyhung_/post/DTbMicggVRl,18001913030701202
2026-01-12,20:00,"Every move you make builds a kingdom. 

Either the Kingdom of God or the Kingdom of Darkness.

We can’t exalt the Lord while also worshipping idols.

This mixture will result in destruction.

The Lord is calling the body of Christ back into purity - who do you stand with?",,TEXT_POST,221,22,2,1,0,25,11.31,https://www.threads.com/@joeyhung_/post/DTbFrznjTUf,17908572723302452
2026-01-12,18:59,"Your doubt doesn’t scare God, it qualifies you for your greatest assignment.",,TEXT_POST,379,18,5,1,0,24,6.33,https://www.threads.com/@joeyhung_/post/DTa-xsHCvNl,17984747285776903
2026-01-11,21:00,"“He was the one who prayed to the God of Israel, “Oh, that you would bless me and expand my territory! Please be with me in all that I do, and keep me from all trouble and pain!” And God granted him his request.”
‭‭1 Chronicles‬ ‭4‬:‭10‬ ‭NLT‬‬",,TEXT_POST,302,17,8,0,0,25,8.28,https://www.threads.com/@joeyhung_/post/DTYnvaAE14H,18086709502875335
2026-01-11,20:00,"I’ve written more about Jesus in the last two months than ever and I love it.

Clarifying a lot of my thinking and deepening it in other ways. 

And not to forget, met a bunch of you wonderful people who love our Lord! 

Threads is definitely the best social media platform by farrr.",,TEXT_POST,492,33,5,1,0,39,7.93,https://www.threads.com/@joeyhung_/post/DTYg8TzEVMo,18087887536860220
2026-01-11,19:00,"The waiting room isn’t rejection, it’s the process.

When God is silent he’s testing your heart. 

Do you just want the blessing or a relationship with him?",,TEXT_POST,932,63,20,6,1,90,9.66,https://www.threads.com/@joeyhung_/post/DTYaFbsDnzu,17990768831749675
2026-01-10,21:00,"I chased happiness and it almost killed me.

I’ve travelled the world, earned & spent lots of money, been high as a kite. Almost died from an overdose. As soon as those moments were over I’d be dreaming about the next. Constantly living in the future and chasing the next high. 

Then I started chasing Jesus and I’ve never been more at peace and fulfilled. 

The world can only offer temporary fixes, but Jesus fills the longing in your heart like nothing else.",,TEXT_POST,1541,110,26,5,0,141,9.15,https://www.threads.com/@joeyhung_/post/DTWC7BgE4lV,18066305714441442
2026-01-10,20:00,"There’s a grace for building and establishing the kingdom on earth this year. 

If the Lord’s given you a dream, an idea, a plan on your heart - it’s time to move on it. 

This is an Exodus 14:15 moment. 

You’ve been waiting on God, but he’s waiting on you to move in the authority He’s already given.

It’s time to raise your staff and build!",,TEXT_POST,405,32,6,2,0,40,9.88,https://www.threads.com/@joeyhung_/post/DTV8H9-DScD,17931155784174907
2026-01-10,19:00,I never saw this before. So in Exodus 24 Moses goes up the mountain to meet with God to receive the law. We all know he was up there for 40 days and 40 nights. But before this it says Moses was up there for SIX DAYS before God called him to enter his presence. Six days just waiting. And we complain when we sit for 10 mins and don’t hear God.,,TEXT_POST,11271,874,89,81,4,1048,9.3,https://www.threads.com/@joeyhung_/post/DTV1OWfDH9O,18079092491243500
2026-01-09,21:00,"God will not give you more until he can trust you with what you've already got. 

If you’re worrying about your daily bread, how can He trust you with stewarding millions? 

If you’re struggling with doubt, how can you inspire a generation? 

If you’re still trying to control everything, how will you trust him when he needs you to go to prison before the palace?

Cycles break when we learn to overcome the giants of our mind.",,TEXT_POST,243,20,5,5,0,30,12.35,https://www.threads.com/@joeyhung_/post/DTTeKWlAgeA,18008107514835597
2026-01-09,20:00,"You don’t fight sin, you fill yourself with so much Holy Spirit that he deletes all desire for it. 

This is the way to break the yoke of sin over your life.

It’s impossible to do it any other way.",,TEXT_POST,1339,108,7,19,2,136,10.16,https://www.threads.com/@joeyhung_/post/DTTXR1Ckvq0,17889483012280327
2026-01-09,19:00,"Every so often I see some hate for The Passion Translation. But if you’ve never read Psalms + Proverbs in TPT, you’re missing out on a different richness of the word. 

Verses like this have gotten me through some of my hardest times while growing my business:

For he alone is my safe place. His wrap-around presence always protects me as my champion defender. There’s no risk of failure with God! So why would I let worry paralyze me, even when troubles multiply around me?

Psalms 62:6 TPT",,TEXT_POST,238,13,8,1,0,22,9.24,https://www.threads.com/@joeyhung_/post/DTTQezFAdH_,17993366531911502
2026-01-08,21:11,"My first year in business was brutal. The doubt, the wondering if this will work, the fear of losing everything. 

So I went through the word and pulled out verses that I read and declared everyday.

Here are a few of my favourites. Save this for when you need it. May they encourage you just like they did for me:",,TEXT_POST,1824,47,29,6,0,82,4.5,https://www.threads.com/@joeyhung_/post/DTQ6p3SiKjr,18017793647802477
2026-01-08,19:00,"If you’re feeling drained by everything that’s going on around you, you feel out of control, your mind is a mess and you’re far away from God:

Maximise your time in the presence of God.

You weren’t designed to carry this level of negativity on your own.

The more you’re in the Lord, the less the world will affect you.",,TEXT_POST,370,26,13,2,0,41,11.08,https://www.threads.com/@joeyhung_/post/DTQrstSCSck,18071291165617056
2026-01-08,10:15,"Great example of how to take possession of the land here. 

Spiritual possession must happen first. 

Then possession of the physical can stick. 

If you’re struggling to take possession of what God has promised you, this is the framework.",,TEXT_POST,165,7,2,1,0,10,6.06,https://www.threads.com/@joeyhung_/post/DTPvkXSCNXs,18332856610209930
2026-01-07,21:00,"Consecration used to be one of those weird words for me. 

I couldn’t wrap my head around it. I knew it was set apart but that was the extent of it. 

Then I read Exodus 13:2 which says “consecrate to me every first born male” ok cool. Then it says “belongs to me”. So to consecrate something is simply to say “this belongs to God” and by extension, God can use it for his purposes. Then this clicked:",,TEXT_POST,1246,52,6,8,1,67,5.38,https://www.threads.com/@joeyhung_/post/DTOUlhoASQu,18151565644434496
2026-01-07,20:00,"The highest level of faith is gained after testing the word and finding out it’s true. This is how conviction is built. The ones with the most conviction are the ones who wrestled with the word, pushed through the messy middle and the Lord answered. No one can take away this kind of experiential faith. These are the kinda people you need around you.",,TEXT_POST,423,24,0,1,0,25,5.91,https://www.threads.com/@joeyhung_/post/DTONsXTgX1u,17855787216543766
2026-01-07,19:00,"I led a prayer meeting last week and it looks like a bunch of you liked my last prayer point on Ezekiel 37 - prophesying dry bones coming alive this year. 

Thought you might also like my notes on the full 3 points. May the Lord bless you and keep you safe this year!",,CAROUSEL_ALBUM,6307,173,23,18,1,215,3.41,https://www.threads.com/@joeyhung_/post/DTOG1G_DXMM,18089866348989977
2026-01-06,21:00,"May we all have eyes to see and ears to hear in this season. 

May nothing blind us from perceiving the heart of God and his eternal plan in everything that is about to unfold.",,TEXT_POST,420,31,5,1,0,37,8.81,https://www.threads.com/@joeyhung_/post/DTLvxjhiDCz,18335433310242752
2026-01-06,20:00,"How to take captive every thought, break demonic strongholds & close doors:

Repent & renounce every single lie + agreement you’ve made with the enemy

Then come into agreement with the truth of the word for that situation.

When the thought comes back, repent again and turn back to God QUICKLY.

Eventually demons will stop sending those thoughts to you because it no longer has effect.

Congrats, now you’re free 🙌🏻",,TEXT_POST,475,30,9,3,1,43,9.05,https://www.threads.com/@joeyhung_/post/DTLo94bAGTS,18050458541454185
2026-01-06,19:00,"We can watch all the sermons we want.

But if we don’t have wisdom, we won’t be able to access what God has for us.",,TEXT_POST,583,23,9,1,0,33,5.66,https://www.threads.com/@joeyhung_/post/DTLiGtkjGyZ,18159818671404703
2026-01-05,21:00,"I spent 20 years fighting crippling financial worries that left me awake at night, spiralling out into worse case situations.

Last year I was completely delivered from it.

What I realised:

Since life and death come from the power of the tongue, the more you keep talking about (and to) your demons without casting them out, the more life you give them and the stronger they grow.

Here’s the truth that set me free (save this) →",,TEXT_POST,708,17,16,9,2,44,6.21,https://www.threads.com/@joeyhung_/post/DTJK9neAOe7,18088378163085430
2026-01-05,20:00,"We’re not just saved from sin.

We’re also saved for a purpose.",,TEXT_POST,938,60,10,2,0,72,7.68,https://www.threads.com/@joeyhung_/post/DTJEH6ODT3F,17990913323872549
2026-01-05,19:00,"The greatest unseen battle since time began is the war for your soul. 

Everything we’re exposed to today is warring for ownership over it.

That’s why it’s critical to have discernment so you know what to avoid, when to pull away, when to say no.",,TEXT_POST,175,8,0,0,0,8,4.57,https://www.threads.com/@joeyhung_/post/DTI9T2Ck_Hq,17868427140532290
2026-01-04,20:59,"Jesus took me back to the moment I almost died from a drug overdose. In the vision I saw satan strike me, eyes full of hate intending to kill me

I spent the next 3 months in ICU, 5 open wound surgeries, multiple organ failures & needed a liver transplant. I gave my life to God & fully recovered

As we looked at the scene I suddenly burst out laughing. Satan didn’t just fail. The very thing he tried to kill me with brought me to Jesus and made me who I am today. You will not die before your time",,IMAGE,1100,97,57,6,1,161,14.64,https://www.threads.com/@joeyhung_/post/DTGmJh-EXmf,18103020676823597
2026-01-04,20:00,"One of the best things about getting closer to God is that he kills your fleshly desires and rewires them - so all you want to do is spend time with him.

You lose interest in everything. Nothing else matters. Your old goals don’t hit the same anymore. The problem is when you run a biz, you also lose that killer instinct and drive. Finding the balance to keep pushing instead of retiring to a farm is the balancing act 😂",,TEXT_POST,936,62,7,7,0,76,8.12,https://www.threads.com/@joeyhung_/post/DTGfXZIDzaF,18063333080244451
2026-01-04,19:10,"There’s a lot of stuff I felt the Lord pull me back on talking about since coming on Threads. But it’s topics I’m super passionate about because I didn’t learn them in church and they completely changed my life 

I felt the green light on one of the topics yesterday so it’s go time 🔥",,TEXT_POST,271,13,3,0,0,16,5.9,https://www.threads.com/@joeyhung_/post/DTGZo1LiMuC,17872359162495565
2026-01-03,21:00,"Cast out them demons. Give them no room. 

Shatter the patterns and cycles limiting your life.

Not just for you. But for your children. 

They deserve to live victoriously instead of battling the same demons you refused to overcome.",,TEXT_POST,351,19,4,4,0,27,7.69,https://www.threads.com/@joeyhung_/post/DTEBbBSEU9j,17935024815119329
2026-01-03,20:00,"You don’t find your calling, you find God and then he reveals it to you. 

Our father will never give you an assignment without first revealing his heart.",,TEXT_POST,2165,179,11,24,1,215,9.93,https://www.threads.com/@joeyhung_/post/DTD6gqfAve-,18183344932361529
2026-01-03,19:00,Stop negotiating with demons. Cast them out.,,TEXT_POST,1511,113,19,18,1,151,9.99,https://www.threads.com/@joeyhung_/post/DTDzoLRDGGQ,17876064705465852
2026-01-02,22:00,Led my first prayer meeting for our church today!! 🙌🏻,,TEXT_POST,6512,234,41,0,0,275,4.22,https://www.threads.com/@joeyhung_/post/DTBjee7kcdJ,18046858502650755
2026-01-02,21:19,"The more obedient you are, the more trust God lays upon you. 

When you can be trusted, you receive greater authority. This is when the heavens back you. You speak and things shift in the spiritual realm.

The number 1 reason why authority is withheld is due to disobedience. 

If you’ll go off the rails when things get tough, you can’t be trusted to represent heaven and carry a voice that has to power to cause harm",,TEXT_POST,517,22,7,1,0,30,5.8,https://www.threads.com/@joeyhung_/post/DTBe0I_CDvf,17926036338193901
2026-01-02,20:46,"“You hem me in behind and before, and you lay your hand upon me.”
‭‭Psalms‬ ‭139‬:‭5‬ ‭",,TEXT_POST,473,25,12,0,0,37,7.82,https://www.threads.com/@joeyhung_/post/DTBbCqFCBGZ,18501824311072255
2026-01-02,19:03,Prayer is powerful but it doesn’t replace preparation. Those who do both will see huge growth this year.,,TEXT_POST,534,22,4,1,0,27,5.06,https://www.threads.com/@joeyhung_/post/DTBPR58iHUa,18052986461402881
2026-01-01,21:00,"A couple of weeks ago I heard the Lord say “Stop majoring in the minors”. I wrote it down but didn’t really understand what it meant. Now I do. It’s a warning to test the quality of our work - we spend so much time building our lives but most of it? Will be burned up. So we need to stop focusing on things that have little impact on eternity and the kingdom. And in 2026, it’s time to build things that establish heaven on earth.",,TEXT_POST,421,20,12,2,0,34,8.08,https://www.threads.com/@joeyhung_/post/DS-30hiicm6,18083651837275956
2026-01-01,20:00,"Complaining, frustration and discontent will steal years off your life if you allow it to fester. 

You want to be careful when you find yourself wishing things were better, wishing you were somewhere else, doing something else. 

When you live in the future and ungrateful for what God has given you now, you will miss what he’s doing now - and that may be the very thing he is trying to use to position you into your next assignment.",,TEXT_POST,228,11,13,0,0,24,10.53,https://www.threads.com/@joeyhung_/post/DS-w66PEnQ1,17907205026324362
2026-01-01,19:00,"You know you’ve truly healed when the memories don’t hurt anymore or what used to trigger you no longer does. 

This is almost impossible to do on your own. 

But with Jesus, it’s not only possible, it’s guaranteed.",,TEXT_POST,358,26,4,0,0,30,8.38,https://www.threads.com/@joeyhung_/post/DS-qFHLDDVA,18134881480491305
2025-12-31,21:01,"When Moses met God at the burning bush, the Lord asked Moses “what’s in your hand”. He replied with “my staff”. This staff represented his 40 years as a shepherd, his strength, gifts & his brokenness of having failed in Egypt. It’s through this staff that God said he’ll use to perform miracles. A few verses later, Moses’ staff becomes “the staff of God”. What you give to God, even your pain and failures, he will use to deliver you and work miracles. Lock in for 2026!",,TEXT_POST,1188,70,11,8,1,90,7.58,https://www.threads.com/@joeyhung_/post/DS8TLDOjE7D,17999361890845937
2025-12-31,20:00,"As we crossover to 2026, we thank you Jesus who is the author of ALL things - who has sustained, strengthened and loved us beyond what we deserve. I decree and declare that what the Lord closed down in 2025 remains dead. It will NOT carry over and rob you of your destiny. The Lord is doing a NEW thing, build with him as your foundation and chief cornerstone and may everything you put your hands to prosper in the mighty name of Jesus!",,TEXT_POST,274,15,9,1,0,25,9.12,https://www.threads.com/@joeyhung_/post/DS8MJ5KCsOf,18103022938704230
2025-12-31,19:00,No one ever regretted spending more time with Jesus. Make that your goal in 2026.,,TEXT_POST,1021,66,6,3,0,75,7.35,https://www.threads.com/@joeyhung_/post/DS8FTP0imQA,18060071747647695
2025-12-30,21:00,"The Bible talks a lot about how God had given the promised land to the Israelites. Yet he follows up with a command that they still need to “take possession” of it.

I believe the reason why a lot of Christians haven’t entered into (and many will not enter into) the promises of God is because they haven’t learned how to take possession of a thing.

An entire generation of Israelites died in the wilderness because they failed to learn this lesson.",,TEXT_POST,2170,82,21,10,0,113,5.21,https://www.threads.com/@joeyhung_/post/DS5uO6eEqTf,18305336995283415
2025-12-30,20:36,"Jan 2025: 

- Frustrated, depressed with UK
- Planning to leave country + my church
- Lukewarm, unclear what God has for me
- Thought another country would make me happy

Dec 2025:

- Travelled 7 months with wife
- Back in UK & my church, love it again
- On fire, clear direction & purpose-driven
- I'm happy anywhere because I have Jesus

A lot can change in 1 year. Even while running away God has a way of making sure we’re exactly where we need to be. He will never leave us nor forsake us.",,TEXT_POST,1035,67,8,0,0,75,7.25,https://www.threads.com/@joeyhung_/post/DS5rf9hiDVX,18086976476022858
2025-12-30,19:00,"“You are my portion, Lord; 
I have promised to obey your words. 
I have sought your face with all my heart; 
be gracious to me according to your promise. 
I have considered my ways 
and have turned my steps to your statutes. 
I will hasten and not delay 
to obey your commands.”
Psalms‬ ‭119‬:‭57‬-‭60‬ ‭",,TEXT_POST,190,12,0,0,0,12,6.32,https://www.threads.com/@joeyhung_/post/DS5ggYsDM2l,17939900721102510
2025-12-29,21:00,"There comes a point in your walk with God when it’s no longer okay for you to do the same things that everyone else does. 

Your higher level of assignment demands a sacrifice few are willing to make. And it is your purity that will protect you & unlock the power to draw from heaven’s resources to succeed in the work God has called you to.

Keep yourself clean. Keep yourself consecrated. You are walking into a season of unmerited favour and increase because of your radical obedience.",,TEXT_POST,353,25,8,2,0,35,9.92,https://www.threads.com/@joeyhung_/post/DS3JcsQDBE7,18052612970400395
2025-12-29,20:00,"I hate alarm clocks.

I hate waking up early. 

I quit my corporate job 5 yrs ago so I didn’t have to do this anymore.

For the past month God has me waking up at 6am.

And I’m a bit sad to report that it’s been so good. The downloads. Powerful intercession times.

I think I have to keep this up 😭",,TEXT_POST,374,15,13,0,0,28,7.49,https://www.threads.com/@joeyhung_/post/DS3CkaWDnOE,17844364899643679
2025-12-29,19:00,"You cannot prophesy into reality what you do not believe.

Stretch your imagination. Dream with God.",,TEXT_POST,217,12,3,1,0,16,7.37,https://www.threads.com/@joeyhung_/post/DS27wLBk7Kp,18101665126750779
2025-12-28,21:00,"This is super cool. I was doing some research on Jesus as the cornerstone. 

In construction, the cornerstone represents:

→ The first stone laid & the beginning of the build.

→ Used as reference point to align the rest of the building.

→ If it’s weak or misaligned, the entire structure is compromised.

So when Jesus is the cornerstone:

→ He must be the FIRST & BEGINNING in us.

→ Where every part of our life is aligned from.

→ If Jesus is weak then everything we do will be weak.",,TEXT_POST,342,18,3,0,1,22,6.43,https://www.threads.com/@joeyhung_/post/DS0ksKkj2BO,18087077323847338
2025-12-28,20:00,"One of the strongest forms of evangelism in the marketplace is excellence. 

Work at being great at what you do. Become recognised for your gifts, talents and achievements. 

Then your life will glorify God more than any words could.",,TEXT_POST,195,17,3,1,0,21,10.77,https://www.threads.com/@joeyhung_/post/DS0d0lHjxDg,17932237041167968
2025-12-28,18:59,"“I WILL restore to you the years that the swarming locust has eaten, the hopper, the destroyer, and the cutter, my great army, which I sent among you.

You SHALL eat in plenty and be satisfied, and praise the name of the LORD your God, who has dealt wondrously with you. And my people shall never again be put to shame.” Joel 2:25-26",,TEXT_POST,240,23,8,1,0,32,13.33,https://www.threads.com/@joeyhung_/post/DS0W2krjofu,18343903798224162
2025-12-27,21:00,It’s not always sin that steals the plan of God on your life. Sometimes it’s your doom scrolling.,,TEXT_POST,429,14,4,0,0,18,4.2,https://www.threads.com/@joeyhung_/post/DSx_4gBD8kE,18371192734082474
2025-12-27,20:00,"Many Christian’s want Goliath-level testimonies while avoiding Goliath-level battles. 

God cannot promote what we continue to run away from.",,TEXT_POST,447,14,4,2,0,20,4.47,https://www.threads.com/@joeyhung_/post/DSx496cAfIV,17972082512823435
2025-12-27,19:00,"This morning the Lord showed me 3 things we need to pray for protection against as we enter 2026. Make sure to cover these in prayer:

1️⃣ Deception (seeing things wrong → getting tricked)

→ Pray we would not be deceived out of our blessings.

2️⃣ Distraction (focusing on wrong things → fleshly desires)

→ Pray we would be led by the spirit at all times.

3️⃣ Distortion (when truth is twisted → half truths)

→ Pray we would discern schemes of Satan & know the truth.",,TEXT_POST,894,51,5,8,3,67,7.49,https://www.threads.com/@joeyhung_/post/DSxyGBFj7P4,17935782309128886
2025-12-26,21:00,"Jesus didn’t save you to continue striving, stressing and straining for every yard of increase. 

He saved you to live life to the full.",,TEXT_POST,373,12,1,0,0,13,3.49,https://www.threads.com/@joeyhung_/post/DSva_0sAtD_,18115992538519261
2025-12-26,20:01,"This convicted me so hard I had to rethink my entire life.

I used to tell Jesus I loved him. I was a “good Christian”, attending, serving, leading.

Then I read: “If you love me you will obey my commands” John 14:15

Realised Jesus didn’t command us to attend church, but deny ourselves, pick up the cross, abide in him.

I was the very definition of “These people honor me with their lips, but their hearts are far from me” Matt 15:8

That’s when I refocused everything on him as the center",,TEXT_POST,2950,166,23,17,3,209,7.08,https://www.threads.com/@joeyhung_/post/DSvUQTIghSS,17878598070445457
2025-12-26,19:00,“And what do you benefit if you gain the whole world but lose your own soul?” Matt 16:26,,TEXT_POST,213,16,3,1,0,20,9.39,https://www.threads.com/@joeyhung_/post/DSvNX5pCO_I,18096286783721858
2025-12-25,20:00,"A spirit-filled believer loves what God love’s and hates what He hates.

At this point sin becomes rarer and rarer - because we’re so close to the father’s heart that we can feel the weight of his grief when we break it.",,TEXT_POST,608,29,9,0,2,40,6.58,https://www.threads.com/@joeyhung_/post/DSsva95AbCt,18093598523499287
2025-12-25,19:00,"“Blessed are those who hunger and thirst for righteousness, for they will be filled”

Matthew 5:6",,TEXT_POST,240,17,2,1,0,20,8.33,https://www.threads.com/@joeyhung_/post/DSsoiSbkesw,17893938579378520
2025-12-25,10:06,Merry Christmas guys!,,TEXT_POST,718,34,17,0,0,51,7.1,https://www.threads.com/@joeyhung_/post/DSrrcXYiC6V,17887727418406406
2025-12-24,21:00,Deliverance without obedience leads back to bondage.,,TEXT_POST,2667,155,11,29,3,198,7.42,https://www.threads.com/@joeyhung_/post/DSqRgviEZtS,18090507772777120
2025-12-24,20:00,"Higher levels of authority is granted to those with a higher level of submission. 

We cannot expect to operate fully in our kingship without submitting to the throne.",,TEXT_POST,443,30,0,3,1,34,7.67,https://www.threads.com/@joeyhung_/post/DSqKobAjLXu,18088984121071628
2025-12-24,19:21,"“You have made known to me the path of life;
You fill me with joy in your presence,
With eternal pleasures at your right hand.”
Psalm 16:11",,TEXT_POST,182,12,0,0,0,12,6.59,https://www.threads.com/@joeyhung_/post/DSqGJ3_iEoG,17878156338446883
2025-12-23,21:00,"I’ve spent $50k+ on various coaches in the last 5 years.

Much of it covering mindset & personal development.

Here’s a surprising truth I learned:

Most tactics, strategies and hacks are temporary.

The only thing that produces real, lasting transformational results? The Bible.",,TEXT_POST,343,23,14,0,0,37,10.79,https://www.threads.com/@joeyhung_/post/DSnsoNokWzZ,18137602441467071
2025-12-23,20:00,"There’s always a lesson to learn in failure. 

The reason we repeat the same cycle year after year is because we haven’t learned the lesson yet.

Inquire of the Holy Spirit. Press in to find the lesson. Your promotion is waiting.",,TEXT_POST,224,12,3,1,0,16,7.14,https://www.threads.com/@joeyhung_/post/DSnlyU6jYEm,18003438098684352
2025-12-23,19:00,"You know you’ve truly surrendered when you no longer care about the outcome. 

If it goes how you want, great.

If it doesn’t, all good.

God is still good.

He will work everything out and it doesn’t have to look like what I want.",,TEXT_POST,750,75,23,11,0,109,14.53,https://www.threads.com/@joeyhung_/post/DSne-wYgLx6,18087195821077285
